Order_ID,Order_Date,Region,City,Customer_Type,Product_Category,Quantity,Unit_Price,Discount_Percent,Revenue
208632,2022-01-18,East,Mumbai,Returning,Electronics,8,4898.1,5,37225.56
208633,2022-11-17,West,Kolkata,Returning,Food,2,34575.21,5,65692.899
208634,2021-03-14,South,Chennai,New,Accessories,,13531.9,25,
208635,2023-02-11,North,Pune,Returning,Food,,25039.55,25,
208636,2021-11-14,West,Bengaluru,New,Accessories,,24682.04,15,
208637,2022-06-15,,Bengaluru,New,Food,5,24680.23,5,117231.0925
208638,2021-03-10,Central,Hyderabad,Returning,Food,6,8900.54,15,45392.754
208639,2023-07-15,Central,Pune,New,Accessories,1,12867.88,20,10294.304
208640,2022-07-14,Central,Mumbai,Returning,Food,,5303.18,20,
208641,2021-02-11,West,Mumbai,Returning,Furniture,2,30796.9,0,61593.8
208642,2022-01-21,Central,Kolkata,New,Electronics,,11801.42,20,
208643,2023-04-13,East,Mumbai,New,,9,28245.97,10,228792.357
208644,2022-05-17,East,Ahmedabad,Returning,Electronics,1,31231.11,,31231.11
208645,2022-01-31,East,Hyderabad,Returning,Furniture,6,8876,0,53256
208646,2021-08-31,Central,Hyderabad,New,Furniture,3,429,20,1029.6
208647,2023-09-06,Central,Ahmedabad,Returning,Clothing,6,32655.63,20,156747.024
208648,2021-07-13,,Delhi,Returning,Furniture,4,41229.24,5,156671.112
208649,2022-02-18,,Hyderabad,Returning,Accessories,,29476.35,20,
208650,2023-01-31,West,Pune,Returning,Clothing,,34798.88,15,
208651,2022-08-05,Central,,Returning,Food,7,44406,10,279757.8
208652,2021-01-07,East,Hyderabad,Returning,Food,8,34236.77,25,205420.62
208653,2022-10-17,Central,Mumbai,,,8,23152.83,0,185222.64
208654,2023-04-27,Central,Pune,Returning,Furniture,9,32152.9,,289376.1
208655,2021-11-06,Central,Delhi,Returning,Accessories,8,29741.44,10,214138.368
208656,2021-08-30,East,Pune,Returning,Furniture,6,8900.54,10,48062.916
208657,2023-03-13,East,Chennai,,Food,9,30574.14,15,233892.171
208658,2023-06-27,North,Hyderabad,,Accessories,5,12222.3,,61111.5
208659,2021-02-13,North,Pune,New,Accessories,2,47155.69,10,84880.242
208660,2022-12-24,Central,Ahmedabad,New,,,41203.96,15,
208661,2021-11-28,West,Chennai,New,Food,7,47419.94,25,248954.685
208662,2022-01-15,North,Chennai,Returning,Furniture,8,6464.18,10,46542.096
208663,2022-08-16,South,Pune,New,,5,5739.99,0,28699.95
208664,2022-03-21,South,Pune,New,Clothing,8,37656.53,15,256064.404
208665,2021-05-15,Central,Hyderabad,Returning,Clothing,8,5739.99,20,36735.936
208666,2022-04-11,South,Pune,New,,9,1928.25,5,16486.5375
208667,2023-06-14,Central,Mumbai,New,Electronics,1,44918.72,10,40426.848
208668,2022-04-01,West,Chennai,Returning,Accessories,2,48246.23,20,77193.968
208669,2022-05-18,North,Hyderabad,Returning,Furniture,,45936.76,10,
208670,2023-05-28,West,Chennai,New,Food,9,41229.24,5,352510.002
208671,2022-07-23,East,Ahmedabad,Returning,Food,7,41316.06,10,260291.178
208672,2021-11-25,South,Pune,New,Food,3,34459.76,10,93041.352
208673,2021-11-12,West,Delhi,Returning,Electronics,2,7179.65,5,13641.335
208674,2022-01-18,,Hyderabad,New,Food,2,23515.03,,47030.06
208675,2021-07-26,,Pune,New,Electronics,2,5561.99,15,9455.383
208676,2021-11-01,North,Kolkata,New,Furniture,5,7417.97,0,37089.85
208677,2022-04-17,South,Mumbai,Returning,Furniture,8,43009,0,344072
208678,2022-02-09,South,Bengaluru,,Clothing,1,47416.2,20,37932.96
208679,2022-12-05,South,Pune,New,Accessories,2,48150.67,5,91486.273
208680,2023-08-14,,Kolkata,Returning,Furniture,2,40261.37,10,72470.466
208681,2021-02-25,South,Hyderabad,New,Electronics,,46607.98,25,
208682,2022-03-25,Central,Bengaluru,New,Accessories,8,23932.92,,191463.36
208683,2023-06-19,North,Hyderabad,New,Electronics,1,28294.94,,28294.94
208684,2021-02-05,Central,Hyderabad,Returning,,3,31145.77,0,93437.31
208685,2022-12-22,North,Pune,Returning,Accessories,6,,10,
208686,2023-02-21,Central,Pune,New,,,10316.71,15,
208687,2023-01-27,Central,Hyderabad,New,Accessories,8,17036.91,,136295.28
208688,2023-08-22,East,Bengaluru,New,Food,6,45683.08,10,246688.632
208689,2023-04-07,South,Chennai,New,Food,7,30574.14,25,160514.235
208690,2023-01-13,North,Mumbai,Returning,Accessories,7,41692.24,15,248068.828
208691,2022-01-07,West,Mumbai,Returning,Clothing,3,12018.78,5,34253.523
208692,2021-07-16,Central,Kolkata,Returning,Food,1,5561.99,25,4171.4925
208693,2022-07-21,North,Delhi,New,,9,44406,5,379671.3
208694,2023-01-03,Central,Chennai,New,Clothing,3,4589.52,10,12391.704
208695,2022-12-30,East,Pune,Returning,Electronics,4,13531.9,25,40595.7
208696,2021-12-08,North,Hyderabad,New,Furniture,2,28294.94,0,56589.88
208697,2023-04-18,,Bengaluru,Returning,Electronics,,34369.73,5,
208698,2021-08-22,East,Pune,New,Accessories,,190.13,20,
208699,2023-05-08,East,Delhi,,Electronics,,27242.53,5,
208700,2022-11-25,South,Hyderabad,New,Furniture,5,13318.06,20,53272.24
208701,2023-07-29,Central,Chennai,,Food,4,3435.83,25,10307.49
208702,2023-02-15,West,Pune,New,Furniture,6,24356.89,5,138834.273
208703,2023-05-21,South,Hyderabad,New,Electronics,3,11730.85,25,26394.4125
208704,2023-08-13,Central,Mumbai,Returning,Electronics,7,24680.23,,172761.61
208705,2023-05-25,East,Pune,New,Accessories,7,16762.63,,117338.41
208706,2022-09-13,West,Ahmedabad,Returning,Food,2,4644.38,5,8824.322
208707,2021-07-04,West,Hyderabad,Returning,Clothing,6,41316.06,0,247896.36
208708,2022-07-30,North,Ahmedabad,Returning,Clothing,1,30796.9,5,29257.055
208709,2021-02-19,South,Pune,,Food,5,5739.99,20,22959.96
208710,2021-06-17,East,Delhi,Returning,Accessories,7,13490.22,25,70823.655
208711,2023-01-02,West,Mumbai,Returning,Furniture,1,39962.11,10,35965.899
208712,2023-04-28,South,Delhi,New,Clothing,9,38055.92,20,274002.624
208713,2022-06-26,South,Mumbai,Returning,Electronics,9,13531.9,25,91340.325
208714,2023-05-25,South,Bengaluru,New,Electronics,9,44406,20,319723.2
208715,2022-07-07,West,Ahmedabad,,Food,5,13345.54,0,66727.7
208716,2021-10-28,West,Bengaluru,Returning,Clothing,5,5303.18,25,19886.925
208717,2021-06-24,Central,Ahmedabad,Returning,Electronics,2,46398.17,15,78876.889
208718,2022-06-30,South,Mumbai,New,Accessories,4,25249.35,15,85847.79
208719,2021-01-25,North,Chennai,New,Furniture,3,7676.97,5,21879.3645
208720,2022-07-17,West,Pune,Returning,Food,6,8876,,53256
208721,2021-05-29,North,Chennai,New,Furniture,7,18085.76,0,126600.32
208722,2022-08-21,West,Kolkata,New,Food,3,31367.81,20,75282.744
208723,2022-12-31,South,Pune,Returning,Clothing,5,28612.09,10,128754.405
208724,2021-03-30,West,Delhi,New,Accessories,1,19844,10,17859.6
208725,2021-03-05,South,Pune,Returning,,7,36689.49,5,243985.1085
208726,2022-08-28,Central,Chennai,New,Clothing,,10611.46,5,
208727,2021-05-01,,Delhi,New,Furniture,,23152.83,25,
208728,2023-02-05,North,Ahmedabad,New,Furniture,,31449.34,5,
208729,2021-06-17,South,Delhi,New,Clothing,3,27015.97,15,68890.7235
208730,2023-02-08,North,Ahmedabad,New,Furniture,,46398.17,5,
208731,2022-01-19,,Pune,,Accessories,3,47688.58,15,121605.879
208732,2021-03-18,West,Chennai,,Furniture,7,42716.33,25,224260.7325
208733,2021-11-01,,Mumbai,,Food,7,46607.98,25,244691.895
208734,2023-01-23,South,Bengaluru,Returning,Electronics,2,25364.68,10,45656.424
208735,2021-09-01,West,Ahmedabad,Returning,Clothing,3,4644.38,20,11146.512
208736,2021-11-14,South,Mumbai,New,Food,1,44406,5,42185.7
208737,2022-01-07,East,Kolkata,New,Clothing,6,8969.87,5,51128.259
208738,2021-09-15,North,Chennai,Returning,,3,42969.65,0,128908.95
208739,2021-08-13,Central,Pune,Returning,Furniture,8,13490.22,10,97129.584
208740,2021-12-25,,Bengaluru,Returning,Food,5,36689.49,0,183447.45
208741,2021-01-22,West,Chennai,Returning,,2,11261.43,15,19144.431
208742,2022-11-28,Central,,New,Electronics,8,25527.5,15,173587
208743,2021-01-11,East,Chennai,Returning,Electronics,,7570.71,5,
208744,2021-01-30,North,Ahmedabad,Returning,Furniture,9,30796.9,10,249454.89
208745,2022-11-16,North,Bengaluru,Returning,Clothing,8,41316.06,0,330528.48
208746,2022-06-15,North,Hyderabad,New,Food,3,41794.85,0,125384.55
208747,2021-04-08,South,Bengaluru,New,Clothing,9,5303.18,20,38182.896
208748,2023-04-21,,Delhi,Returning,Furniture,1,31367.81,10,28231.029
208749,2022-05-27,East,Kolkata,Returning,Furniture,8,27630.42,10,198939.024
208750,2023-07-22,West,Delhi,Returning,Food,4,27630.42,25,82891.26
208751,2021-05-23,West,Pune,New,Food,2,42969.65,15,73048.405
208752,2023-08-20,Central,Delhi,Returning,,4,26763.26,10,96347.736
208753,2022-02-08,West,Bengaluru,Returning,Electronics,2,7179.65,0,14359.3
208754,2021-10-09,Central,Hyderabad,Returning,Clothing,2,42828.99,0,85657.98
208755,2021-01-13,East,Kolkata,New,Clothing,4,42486.38,25,127459.14
208756,2023-02-20,West,Bengaluru,New,Furniture,8,9211.33,5,70006.108
208757,2021-01-31,West,Bengaluru,Returning,Furniture,1,41727.61,15,35468.4685
208758,2022-01-28,South,Pune,New,Electronics,9,28783.88,10,233149.428
208759,2021-06-29,South,Pune,New,Furniture,,3110.2,,
208760,2023-02-12,North,Delhi,New,Clothing,7,31329.17,25,164478.1425
208761,2022-05-18,,Mumbai,Returning,Clothing,5,36689.49,15,155930.3325
208762,2021-08-20,Central,Mumbai,Returning,Clothing,6,3435.83,,20614.98
208763,2021-12-01,North,,New,Furniture,1,34798.88,20,27839.104
208764,2023-02-24,West,Ahmedabad,New,Electronics,,190.13,10,
208765,2022-11-03,North,Delhi,New,Accessories,,10417.23,25,
208766,2023-02-28,West,Mumbai,New,Accessories,9,19844,5,169666.2
208767,2021-10-30,South,Delhi,New,Food,,10728.33,,
208768,2023-01-31,Central,Bengaluru,Returning,Accessories,5,44764.05,25,167865.1875
208769,2022-03-17,South,Pune,Returning,Clothing,6,37656.53,15,192048.303
208770,2021-03-20,West,Mumbai,Returning,Furniture,,8969.87,0,
208771,2021-11-02,Central,Bengaluru,New,Food,,3925.39,15,
208772,2023-05-12,Central,Hyderabad,New,Electronics,5,41727.61,5,198206.1475
208773,2022-10-02,Central,Chennai,New,Accessories,1,34369.73,25,25777.2975
208774,2023-03-10,West,Chennai,New,Furniture,3,40261.37,5,114744.9045
208775,2021-05-08,North,Chennai,Returning,Clothing,6,19753.9,15,100744.89
208776,2022-01-05,North,Chennai,Returning,Furniture,3,11261.43,5,32095.0755
208777,2022-11-21,East,Delhi,New,Accessories,2,24153.93,20,38646.288
208778,2022-04-11,South,Delhi,New,Furniture,4,47804.19,5,181655.922
208779,2021-02-02,West,Chennai,New,,,32264.29,20,
208780,2022-08-25,South,Delhi,,Furniture,8,41264.36,15,280597.648
208781,2023-08-15,East,Pune,Returning,Food,7,41264.36,25,216637.89
208782,2022-11-15,West,Delhi,New,Furniture,5,13490.22,15,57333.435
208783,2021-08-21,,Chennai,Returning,Electronics,1,42481.96,15,36109.666
208784,2021-08-18,North,Bengaluru,New,Food,6,32287.38,0,193724.28
208785,2021-06-08,South,Hyderabad,New,Food,2,28783.88,25,43175.82
208786,2022-11-21,North,Chennai,Returning,Electronics,,2942.53,0,
208787,2021-08-07,North,Kolkata,New,Food,3,13671.2,20,32810.88
208788,2021-11-24,Central,Hyderabad,New,Accessories,2,16906.45,5,32122.255
208789,2021-06-18,Central,Ahmedabad,New,Clothing,1,4898.1,10,4408.29
208790,2021-08-30,South,Chennai,,Clothing,1,13345.54,,13345.54
208791,2021-08-24,South,Delhi,Returning,Accessories,3,49025.97,15,125016.2235
208792,2021-05-19,North,Delhi,,Electronics,5,41727.61,10,187774.245
208793,2021-02-17,South,Hyderabad,New,Clothing,3,42969.65,0,128908.95
208794,2021-08-12,,Kolkata,New,Accessories,9,48657.49,5,416021.5395
208795,2021-04-25,North,Kolkata,Returning,Electronics,,27242.53,5,
208796,2021-11-26,West,Kolkata,New,Accessories,1,28245.97,,28245.97
208797,2021-11-30,,Chennai,Returning,Clothing,7,36483.2,25,191536.8
208798,2022-03-27,South,Pune,Returning,Food,5,7179.65,15,30513.5125
208799,2022-05-14,East,Chennai,,Furniture,9,11261.43,5,96285.2265
208800,2023-04-08,,Mumbai,Returning,Accessories,6,36689.49,5,209130.093
208801,2022-08-12,West,Chennai,New,Furniture,9,41794.85,0,376153.65
208802,2022-12-27,Central,,Returning,Clothing,,5303.18,25,
208803,2021-01-19,East,Chennai,,Clothing,5,7358.44,10,33112.98
208804,2022-02-21,Central,Delhi,New,Accessories,6,190.13,10,1026.702
208805,2022-10-15,East,Delhi,Returning,Furniture,2,11801.42,20,18882.272
208806,2021-03-02,East,Hyderabad,Returning,Electronics,9,25364.68,10,205453.908
208807,2022-04-03,West,Pune,Returning,Furniture,3,4644.38,,13933.14
208808,2021-11-11,West,Delhi,New,Food,7,31329.17,15,186408.5615
208809,2022-03-10,Central,Chennai,New,Furniture,2,2739.55,15,4657.235
208810,2022-05-24,Central,Ahmedabad,New,Accessories,5,29741.44,20,118965.76
208811,2021-07-21,West,Ahmedabad,New,Clothing,,40448.33,25,
208812,2021-11-30,South,Mumbai,New,Food,6,34798.88,20,167034.624
208813,2023-07-07,South,Pune,Returning,Electronics,1,28814.2,15,24492.07
208814,2023-09-13,North,Mumbai,Returning,Food,4,17036.91,5,64740.258
208815,2021-01-13,,Hyderabad,New,,,16906.45,10,
208816,2021-06-21,Central,Ahmedabad,New,Furniture,2,1371.52,25,2057.28
208817,2023-08-25,North,Mumbai,New,Electronics,2,41203.96,5,78287.524
208818,2023-05-20,North,Pune,New,Clothing,2,13318.06,0,26636.12
208819,2022-05-13,Central,Mumbai,New,Food,4,34236.77,0,136947.08
208820,2022-02-11,Central,Pune,Returning,Accessories,4,46398.17,25,139194.51
208821,2021-06-09,South,Pune,,Furniture,9,28814.2,5,246361.41
208822,2022-10-18,North,Chennai,Returning,,1,13490.22,25,10117.665
208823,2023-03-07,West,Bengaluru,New,Electronics,1,31231.11,20,24984.888
208824,2021-03-27,East,Mumbai,Returning,Food,1,34459.76,,34459.76
208825,2023-09-13,East,Ahmedabad,Returning,Electronics,5,31145.77,5,147942.4075
208826,2022-05-07,Central,Mumbai,Returning,Food,4,47419.94,,189679.76
208827,2022-06-19,North,Kolkata,Returning,Clothing,2,33687.43,0,67374.86
208828,2022-10-31,South,Kolkata,New,Accessories,,45204.56,20,
208829,2021-06-26,North,Pune,New,Food,4,40741.71,5,154818.498
208830,2023-03-03,South,Bengaluru,Returning,,4,40229.84,,160919.36
208831,2022-05-20,Central,Mumbai,New,Clothing,2,34459.76,20,55135.616
208832,2023-02-01,Central,Ahmedabad,Returning,Food,,26127.14,15,
208833,2022-01-15,West,Hyderabad,,Food,5,47688.58,5,226520.755
208834,2023-04-07,East,Kolkata,New,Electronics,1,7417.97,25,5563.4775
208835,2021-06-25,West,Pune,Returning,,2,30796.9,15,52354.73
208836,2023-08-12,Central,Ahmedabad,Returning,Electronics,1,529.5,10,476.55
208837,2021-01-06,East,Kolkata,Returning,Furniture,4,41894.01,5,159197.238
208838,2022-01-09,West,Mumbai,New,Accessories,,32264.29,0,
208839,2022-06-25,Central,Delhi,,Electronics,4,25249.35,10,90897.66
208840,2021-05-23,South,Delhi,New,Electronics,4,11673.93,0,46695.72
208841,2021-02-09,East,Pune,New,Clothing,4,34369.73,20,109983.136
208842,2022-10-02,North,Kolkata,New,Furniture,3,21639.47,5,61672.4895
208843,2022-03-19,South,Delhi,New,,5,41794.85,10,188076.825
208844,2021-03-31,North,Delhi,New,,1,23932.92,5,22736.274
208845,2023-05-19,East,Kolkata,Returning,Food,2,8900.54,20,14240.864
208846,2022-03-28,East,Bengaluru,New,Clothing,6,22730.41,,136382.46
208847,2021-10-26,West,Bengaluru,Returning,Furniture,,38055.92,25,
208848,2023-04-22,South,Bengaluru,Returning,Furniture,1,6464.18,10,5817.762
208849,2021-10-24,Central,Bengaluru,New,Accessories,5,21639.47,0,108197.35
208850,2022-07-27,North,Mumbai,New,Furniture,2,25364.68,5,48192.892
208851,2023-01-12,South,Mumbai,New,Clothing,7,16906.45,20,94676.12
208852,2022-09-07,South,Kolkata,New,Accessories,6,12222.3,,73333.8
208853,2021-02-10,Central,Mumbai,,Food,1,18085.76,5,17181.472
208854,2023-01-04,East,Pune,Returning,Accessories,9,27630.42,15,211372.713
208855,2022-07-21,North,Kolkata,Returning,Accessories,8,31449.34,5,239014.984
208856,2022-05-22,Central,Chennai,Returning,Food,8,12018.78,,96150.24
208857,2022-12-30,West,Pune,New,Clothing,3,25039.55,0,75118.65
208858,2022-11-12,Central,Ahmedabad,New,Furniture,2,20652.93,10,37175.274
208859,2023-08-15,South,Delhi,,Food,9,16066.22,20,115676.784
208860,2023-09-07,,Mumbai,New,,2,47649.32,20,76238.912
208861,2022-03-16,West,Chennai,New,Furniture,1,47358.33,20,37886.664
208862,2021-11-03,,Kolkata,New,Accessories,5,40741.71,,203708.55
208863,2022-06-25,West,Pune,Returning,Furniture,7,20479.21,0,143354.47
208864,2021-12-19,South,Ahmedabad,Returning,Furniture,7,19753.9,5,131363.435
208865,2021-08-05,South,Bengaluru,Returning,Clothing,2,44476.87,15,75610.679
208866,2022-08-21,West,Chennai,Returning,Electronics,5,3110.2,20,12440.8
208867,2021-08-12,West,Delhi,New,,,40229.84,5,
208868,2022-04-08,East,Hyderabad,New,Food,5,32125.27,20,128501.08
208869,2023-08-20,Central,Chennai,Returning,Electronics,4,1464.33,15,4978.722
208870,2021-08-30,,Hyderabad,Returning,Clothing,6,190.13,,1140.78
208871,2022-05-17,East,Kolkata,Returning,Food,,31940.94,15,
208872,2021-07-24,South,Delhi,New,,1,4817.85,25,3613.3875
208873,2021-08-17,North,Pune,New,Clothing,,16066.22,,
208874,2021-04-08,North,Mumbai,,Electronics,8,45936.76,5,349119.376
208875,2023-03-18,East,Ahmedabad,Returning,,4,39962.11,,159848.44
208876,2022-10-18,South,Bengaluru,New,Furniture,2,6464.18,15,10989.106
208877,2021-06-07,North,,New,Furniture,8,29741.44,20,190345.216
208878,2021-01-26,South,Kolkata,Returning,Furniture,,26127.14,15,
208879,2023-07-06,South,Hyderabad,Returning,Electronics,7,6464.18,5,42986.797
208880,2021-11-04,North,Mumbai,Returning,Electronics,7,529.5,10,3335.85
208881,2023-08-28,South,Delhi,New,Furniture,,35520.71,0,
208882,2021-11-10,North,Mumbai,Returning,,4,29548.32,0,118193.28
208883,2023-03-06,West,Chennai,Returning,Electronics,1,24680.23,25,18510.1725
208884,2023-04-08,South,Ahmedabad,Returning,Food,5,48150.67,0,240753.35
208885,2021-04-04,North,Hyderabad,,Clothing,7,26309.82,10,165751.866
208886,2023-08-23,South,Chennai,,Accessories,1,25039.55,25,18779.6625
208887,2021-10-04,West,Hyderabad,New,Furniture,4,27242.53,5,103521.614
208888,2023-01-21,West,Delhi,Returning,Food,,,0,
208889,2023-04-13,Central,Bengaluru,New,Accessories,2,29476.35,0,58952.7
208890,2023-03-19,East,,New,Clothing,5,41692.24,0,208461.2
208891,2023-09-19,South,Mumbai,Returning,Electronics,2,39962.11,20,63939.376
208892,2022-06-11,South,Kolkata,New,Accessories,3,22887.18,10,61795.386
208893,2021-03-16,,Kolkata,Returning,Electronics,3,8905.26,5,25379.991
208894,2021-04-27,East,Pune,Returning,Clothing,,27630.42,,
208895,2023-09-12,West,Mumbai,New,Electronics,5,40448.33,10,182017.485
208896,2023-07-13,North,Ahmedabad,Returning,Electronics,9,28814.2,10,233395.02
208897,2022-02-16,North,Kolkata,Returning,Accessories,6,29503.21,5,168168.297
208898,2023-06-09,East,Mumbai,,Clothing,3,24680.23,0,74040.69
208899,2023-06-14,South,Ahmedabad,New,Accessories,5,44476.87,20,177907.48
208900,2022-04-04,,Bengaluru,,Food,8,5561.99,20,35596.736
208901,2023-01-15,West,Hyderabad,Returning,Furniture,3,23148.03,10,62499.681
208902,2021-08-27,East,Chennai,New,,1,11673.93,20,9339.144
208903,2021-02-25,West,Hyderabad,New,Accessories,2,3435.83,5,6528.077
208904,2023-01-19,South,Ahmedabad,New,,3,40261.37,,120784.11
208905,2023-08-03,West,Bengaluru,Returning,,1,3110.2,5,2954.69
208906,2022-06-04,East,Mumbai,New,Electronics,5,11673.93,25,43777.2375
208907,2022-11-25,,Bengaluru,Returning,Food,,46357.76,20,
208908,2021-08-19,North,Kolkata,Returning,Food,1,4270.25,20,3416.2
208909,2022-12-16,North,Ahmedabad,New,Clothing,9,14553.86,0,130984.74
208910,2023-02-15,West,Delhi,Returning,,6,529.5,5,3018.15
208911,2021-08-17,South,Hyderabad,Returning,Food,3,32152.9,25,72344.025
208912,2023-04-04,West,Pune,Returning,Furniture,5,1371.52,5,6514.72
208913,2021-05-16,North,Hyderabad,New,Clothing,9,42716.33,5,365224.6215
208914,2022-01-17,East,Ahmedabad,New,Food,9,1371.52,10,11109.312
208915,2022-12-26,South,Hyderabad,New,Furniture,2,20652.93,5,39240.567
208916,2023-07-04,Central,Ahmedabad,Returning,Clothing,8,31449.34,20,201275.776
208917,2021-06-25,Central,Delhi,New,Accessories,,27630.42,5,
208918,2022-01-13,Central,Chennai,,Clothing,1,42969.65,5,40821.1675
208919,2022-08-21,East,Chennai,New,,4,1928.25,15,6556.05
208920,2022-01-17,South,Bengaluru,,Food,8,4270.25,15,29037.7
208921,2023-06-26,East,Hyderabad,,Electronics,5,40261.37,20,161045.48
208922,2023-08-19,Central,Kolkata,New,Electronics,9,5561.99,10,45052.119
208923,2022-02-03,East,Kolkata,,Food,6,6464.18,10,34906.572
208924,2022-05-28,,Delhi,Returning,Furniture,6,31449.34,0,188696.04
208925,2022-01-07,Central,Hyderabad,Returning,Furniture,9,44406,10,359688.6
208926,2023-01-27,South,Chennai,,,7,32287.38,25,169508.745
208927,2021-03-14,North,Mumbai,Returning,Clothing,,46357.76,0,
208928,2022-01-06,West,Bengaluru,New,Electronics,9,31540.97,25,212901.5475
208929,2021-10-13,Central,Bengaluru,Returning,Electronics,4,37656.53,0,150626.12
208930,2021-10-07,Central,Chennai,New,Electronics,3,41727.61,0,125182.83
208931,2023-04-09,Central,Delhi,Returning,Electronics,4,459.75,20,1471.2
208932,2021-07-08,Central,Pune,New,Electronics,,26719.23,20,
208933,2022-02-10,Central,Hyderabad,Returning,,9,48150.67,10,390020.427
208934,2023-06-18,South,Chennai,,Accessories,3,34369.73,,103109.19
208935,2021-10-12,,Hyderabad,New,Clothing,2,7358.44,,14716.88
208936,2023-07-14,,Kolkata,New,Food,1,5586.95,25,4190.2125
208937,2022-04-12,South,Mumbai,New,Food,5,25364.68,20,101458.72
208938,2023-03-11,West,Pune,New,Clothing,9,190.13,10,1540.053
208939,2023-03-09,Central,Delhi,New,Accessories,7,16762.63,15,99737.6485
208940,2023-07-04,East,Bengaluru,New,Clothing,9,44764.05,10,362588.805
208941,2022-10-09,West,Mumbai,,,,2739.55,,
208942,2021-09-21,,Mumbai,New,,,41894.01,10,
208943,2022-10-27,West,Ahmedabad,New,Food,4,8876,20,28403.2
208944,2021-05-20,East,Hyderabad,New,Clothing,1,30297.19,20,24237.752
208945,2021-06-16,Central,Ahmedabad,Returning,Clothing,4,9211.33,0,36845.32
208946,2022-09-21,,Chennai,Returning,Food,,5739.99,15,
208947,2021-12-06,Central,Bengaluru,New,Furniture,7,28294.94,15,168354.893
208948,2022-01-21,East,Pune,New,Clothing,9,21639.47,10,175279.707
208949,2021-02-03,South,Ahmedabad,,,8,459.75,0,3678
208950,2021-12-03,,Delhi,Returning,,8,29548.32,25,177289.92
208951,2023-01-30,Central,Ahmedabad,Returning,Clothing,,41316.06,5,
208952,2023-05-05,North,Hyderabad,Returning,Food,,38685.28,,
208953,2023-07-29,East,Ahmedabad,Returning,Electronics,4,29476.35,20,94324.32
208954,2022-12-10,,Ahmedabad,Returning,Furniture,5,47416.2,25,177810.75
208955,2022-01-30,Central,Bengaluru,New,,9,429,10,3474.9
208956,2023-05-09,North,Kolkata,New,Electronics,9,7179.65,15,54924.3225
208957,2021-10-25,West,Delhi,New,Food,7,47688.58,15,283747.051
208958,2022-11-26,West,,New,Furniture,5,27607.91,20,110431.64
208959,2022-03-29,West,Kolkata,Returning,Accessories,5,32287.38,15,137221.365
208960,2021-01-28,East,Delhi,Returning,Food,6,31540.97,25,141934.365
208961,2021-09-21,South,Chennai,Returning,Furniture,2,5561.99,15,9455.383
208962,2023-07-25,South,Hyderabad,New,Accessories,,20652.93,,
208963,2022-04-09,South,Delhi,Returning,Electronics,8,13345.54,15,90749.672
208964,2021-10-31,North,Kolkata,,Food,8,10611.21,10,76400.712
208965,2023-05-21,East,Hyderabad,Returning,Electronics,,34430.69,5,
208966,2022-07-29,East,Mumbai,Returning,Furniture,1,47416.2,0,47416.2
208967,2021-11-04,South,Pune,Returning,Electronics,,32152.9,10,
208968,2021-10-30,North,Mumbai,New,Electronics,9,12667.48,25,85505.49
208969,2021-08-07,East,Bengaluru,,Accessories,,44949.73,25,
208970,2021-04-26,North,Pune,New,Food,7,36689.49,20,205461.144
208971,2021-12-08,Central,Bengaluru,New,,5,37656.53,0,188282.65
208972,2021-02-28,Central,Kolkata,New,Food,,22803,20,
208973,2023-03-20,,Chennai,Returning,,1,5739.99,15,4878.9915
208974,2022-07-17,East,Bengaluru,Returning,Accessories,,10316.71,15,
208975,2022-08-14,North,Hyderabad,New,Accessories,6,28612.09,10,154505.286
208976,2022-11-11,East,Hyderabad,Returning,Food,2,33687.43,15,57268.631
208977,2021-03-17,South,Mumbai,New,Accessories,6,37656.53,10,203345.262
208978,2021-01-05,Central,Mumbai,Returning,,2,7570.71,15,12870.207
208979,2022-03-03,West,Ahmedabad,New,Clothing,8,28612.09,0,228896.72
208980,2023-01-07,North,Ahmedabad,,,,25039.55,5,
208981,2022-07-09,Central,Mumbai,Returning,,1,5586.95,5,5307.6025
208982,2022-04-23,West,Kolkata,Returning,Accessories,4,44406,0,177624
208983,2022-08-14,South,Hyderabad,Returning,Food,3,29503.21,15,75233.1855
208984,2022-02-14,North,Ahmedabad,,Accessories,8,42716.33,5,324644.108
208985,2021-06-06,East,Delhi,Returning,Electronics,,41894.01,0,
208986,2021-04-24,West,Pune,Returning,Accessories,,29548.32,10,
208987,2021-03-12,West,Mumbai,Returning,Accessories,8,32287.38,5,245384.088
208988,2022-04-13,,Delhi,New,Accessories,6,5586.95,0,33521.7
208989,2022-01-21,Central,Hyderabad,New,Furniture,7,47358.33,20,265206.648
208990,2022-12-01,North,Delhi,New,Furniture,2,5739.99,15,9757.983
208991,2022-03-18,North,Chennai,New,Food,9,190.13,20,1368.936
208992,2022-03-04,Central,Delhi,New,,1,7676.97,10,6909.273
208993,2023-09-14,South,Hyderabad,,Furniture,6,25527.5,5,145506.75
208994,2023-07-27,South,Delhi,Returning,Furniture,2,11704.73,20,18727.568
208995,2023-07-20,South,Mumbai,Returning,Furniture,1,25249.35,10,22724.415
208996,2022-02-26,East,Kolkata,Returning,Accessories,3,23932.92,0,71798.76
208997,2022-03-02,South,Pune,New,Electronics,7,7676.97,0,53738.79
208998,2023-07-23,,Ahmedabad,Returning,,3,44764.05,0,134292.15
208999,2022-04-12,East,Bengaluru,,Clothing,,44406,10,
